0,1,2,3
144.0,-1408.0,17360.0,102754.0
160.0,-1152.0,16080.0,102856.0
128.0,-688.0,15136.0,102959.0
-16.0,-960.0,15744.0,103062.0
272.0,-1008.0,17232.0,103164.0
80.0,-912.0,17728.0,103267.0
336.0,-656.0,17280.0,103369.0
144.0,-1264.0,15664.0,103472.0
192.0,-1296.0,15376.0,103574.0
256.0,-1296.0,16128.0,103677.0
416.0,-1424.0,17408.0,103780.0
16.0,-1296.0,17600.0,103882.0
240.0,-1072.0,16704.0,103985.0
80.0,-608.0,15520.0,104087.0
80.0,-864.0,15632.0,104190.0
32.0,-992.0,16560.0,104293.0
144.0,-1024.0,17520.0,104395.0
192.0,-896.0,17248.0,104498.0
64.0,-1056.0,16048.0,104600.0
176.0,-1264.0,15456.0,104703.0
192.0,-1216.0,15920.0,104805.0
176.0,-1328.0,16896.0,104908.0
272.0,-1264.0,17552.0,105011.0
256.0,-1056.0,16976.0,105113.0
272.0,-784.0,16064.0,105216.0
400.0,-912.0,15728.0,105318.0
48.0,-1072.0,16128.0,105421.0
384.0,-1136.0,17424.0,105524.0
96.0,-1056.0,17296.0,105626.0
112.0,-912.0,16416.0,105729.0
112.0,-1168.0,15600.0,105831.0
304.0,-1216.0,15808.0,105934.0
-112.0,-1088.0,16144.0,106036.0
256.0,-1248.0,17264.0,106139.0
288.0,-1152.0,17280.0,106242.0
-80.0,-976.0,16208.0,106344.0
368.0,-976.0,15920.0,106447.0
352.0,-1248.0,16128.0,106549.0
240.0,-1120.0,16784.0,106652.0
400.0,-1152.0,17456.0,106755.0
512.0,-1008.0,16960.0,106857.0
112.0,-864.0,16016.0,106960.0
192.0,-1104.0,15872.0,107062.0
